Order_ID,Order_Date,Customer_ID,Restaurant_Name,City,Cuisine_Type,Order_Value,Discount_Amount,Delivery_Time_Min,Payment_Method,Rating,Order_Status,Order_Hour
ORD01193,2025-11-18,C8425,Cafe Kerala,Calicut,Cafe,1063.0,116.89,51,Cash,5.0,Delivered,20
ORD01194,2025-09-21,C4052,Biriyani House,Calicut,Fast Food,1120.08,216.18,36,Wallet,,Cancelled,21
ORD01195,2025-02-19,C6987,Arabian Grill,Kochi,Cafe,851.41,26.87,36,Card,3.5,Delivered,14
ORD01196,2025-02-26,C6030,Arabian Grill,Thrissur,Cafe,276.29,67.99,60,UPI,4.7,Delivered,16
ORD01197,2025-04-04,C4634,Spice Route,Kochi,Arabic,567.44,104.04,47,Cash,4.7,Delivered,16
ORD01198,2025-11-04,C9735,Biriyani House,Kannur,Arabic,968.93,168.04,51,Card,4.1,Delivered,11
ORD01199,2025-03-23,C4707,Spice Route,Trivandrum,Cafe,255.14,60.1,25,Wallet,4.7,Delivered,6
ORD01200,2025-05-23,C7901,Arabian Grill,Thrissur,Chinese,201.36,6.85,40,Cash,4.8,Delivered,0
ORD01201,2025-02-08,C2094,Burger Hub,Thrissur,Arabic,413.9,14.88,50,Card,3.4,Delivered,7
ORD01202,2025-07-20,C5072,Spice Route,Calicut,Indian,975.63,55.2,56,Cash,4.2,Delivered,4
ORD01203,2025-07-25,C4372,Arabian Grill,Trivandrum,Chinese,279.64,53.17,62,UPI,4.3,Delivered,20
ORD01204,2025-03-02,C8718,Pizza Point,Thrissur,Chinese,696.65,143.2,48,Wallet,4.3,Delivered,4
ORD01205,2025-02-06,C5458,Burger Hub,Thrissur,Chinese,1074.24,30.3,63,Wallet,3.7,Delivered,13
ORD01206,2025-10-27,C5769,Pizza Point,Kannur,Indian,326.88,7.24,60,Cash,4.6,Delivered,7
ORD01207,2025-12-07,C7908,Burger Hub,Kochi,Chinese,669.26,140.93,59,Cash,,Cancelled,8
ORD01208,2025-11-24,C6843,Burger Hub,Kochi,Indian,683.21,121.8,41,Wallet,3.5,Delivered,7
ORD01209,2025-10-27,C8993,Cafe Kerala,Kannur,Cafe,669.72,62.92,52,Wallet,3.5,Delivered,1
ORD01210,2025-11-05,C2555,Burger Hub,Trivandrum,Chinese,263.19,38.17,68,Wallet,4.9,Delivered,12
ORD01211,2025-01-21,C9564,Burger Hub,Thrissur,Fast Food,514.67,86.09,65,UPI,3.9,Delivered,6
ORD01212,2025-10-18,C2618,Biriyani House,Thrissur,Indian,339.77,61.93,55,Cash,,Cancelled,11
ORD01213,2025-12-16,C6316,Arabian Grill,Calicut,Arabic,511.25,26.76,30,Cash,4.6,Delivered,23
ORD01214,2025-07-25,C2456,Biriyani House,Calicut,Cafe,940.99,126.62,64,Card,4.7,Delivered,10
ORD01215,2025-06-06,C9146,Chinese Wok,Trivandrum,Fast Food,256.36,12.96,61,Wallet,3.8,Delivered,11
ORD01216,2025-06-22,C6288,Burger Hub,Kochi,Arabic,996.19,144.91,38,Cash,4.9,Delivered,17
ORD01217,2025-10-03,C2483,Chinese Wok,Kannur,Fast Food,336.8,71.76,54,Card,3.4,Delivered,22
ORD01218,2025-06-24,C5815,Cafe Kerala,Kannur,Indian,709.47,57.44,40,Card,3.8,Delivered,14
ORD01219,2025-01-21,C9101,Pizza Point,Trivandrum,Arabic,408.2,89.31,24,Wallet,3.5,Delivered,20
ORD01220,2025-04-21,C8917,Spice Route,Thrissur,Fast Food,302.65,42.09,33,Card,3.0,Delivered,13
ORD01221,2025-04-06,C7342,Chinese Wok,Calicut,Chinese,1040.3,208.95,52,Cash,4.2,Delivered,13
ORD01222,2025-07-09,C3203,Biriyani House,Trivandrum,Cafe,532.74,77.11,30,UPI,3.7,Delivered,16
ORD01223,2025-12-29,C4732,Chinese Wok,Calicut,Cafe,649.52,133.33,35,Card,4.7,Delivered,14
ORD01224,2025-05-18,C8146,Burger Hub,Trivandrum,Indian,752.97,105.41,18,UPI,3.9,Delivered,11
ORD01225,2025-09-02,C5523,Cafe Kerala,Calicut,Indian,1060.96,189.28,24,Wallet,3.7,Delivered,13
ORD01226,2025-12-27,C4525,Chinese Wok,Thrissur,Chinese,952.58,128.22,23,Cash,,Cancelled,10
ORD01227,2025-04-30,C3363,Spice Route,Kannur,Cafe,748.35,58.83,47,UPI,,Cancelled,19
ORD01228,2025-01-28,C2163,Cafe Kerala,Kochi,Cafe,897.72,92.85,37,Card,4.5,Delivered,23
ORD01229,2025-04-10,C3969,Burger Hub,Thrissur,Indian,411.24,34.11,53,UPI,5.0,Delivered,12
ORD01230,2025-10-21,C8772,Pizza Point,Calicut,Arabic,885.98,21.23,58,Cash,3.8,Delivered,5
ORD01231,2025-12-29,C7576,Pizza Point,Trivandrum,Chinese,601.88,148.31,31,UPI,3.4,Delivered,10
ORD01232,2025-08-20,C1997,Cafe Kerala,Kochi,Chinese,939.41,22.43,48,UPI,4.8,Delivered,16
ORD01233,2025-01-07,C7141,Spice Route,Kochi,Arabic,154.89,7.3,39,Wallet,4.6,Delivered,5
ORD01234,2025-10-02,C3534,Cafe Kerala,Calicut,Cafe,379.29,16.78,37,Wallet,4.4,Delivered,22
ORD01235,2025-04-01,C1635,Cafe Kerala,Kochi,Chinese,682.7,159.59,67,UPI,3.1,Delivered,11
ORD01236,2025-12-16,C4164,Cafe Kerala,Trivandrum,Cafe,339.44,78.07,48,Wallet,3.2,Delivered,21
ORD01237,2025-10-08,C2072,Biriyani House,Trivandrum,Chinese,1023.36,36.17,65,Wallet,3.2,Delivered,6
ORD01238,2025-07-26,C2618,Spice Route,Kannur,Indian,193.67,32.13,18,Cash,4.8,Delivered,16
ORD01239,2025-10-16,C4292,Biriyani House,Calicut,Arabic,753.84,84.41,49,Card,4.5,Delivered,9
ORD01240,2025-11-17,C9048,Burger Hub,Calicut,Cafe,597.64,72.33,42,Wallet,4.0,Delivered,9
ORD01241,2025-09-12,C1903,Cafe Kerala,Kochi,Arabic,1191.9,282.12,64,Cash,4.4,Delivered,18
ORD01242,2025-10-20,C1458,Burger Hub,Calicut,Fast Food,719.93,33.88,56,UPI,3.1,Delivered,21
ORD01243,2025-08-11,C1732,Pizza Point,Kochi,Fast Food,925.47,219.79,48,Card,4.0,Delivered,22
ORD01244,2025-06-13,C1255,Burger Hub,Thrissur,Arabic,226.61,51.01,28,UPI,4.1,Delivered,9
ORD01245,2025-01-03,C3900,Arabian Grill,Trivandrum,Chinese,1099.62,252.25,57,Wallet,4.7,Delivered,1
ORD01246,2025-03-21,C7927,Chinese Wok,Kannur,Chinese,298.75,15.3,30,Cash,3.5,Delivered,13
ORD01247,2025-12-20,C4104,Spice Route,Thrissur,Chinese,160.74,24.12,67,Wallet,3.6,Delivered,1
ORD01248,2025-12-23,C2874,Burger Hub,Trivandrum,Fast Food,955.48,15.88,23,Cash,3.4,Delivered,5
ORD01249,2025-05-12,C7524,Biriyani House,Kannur,Chinese,1153.08,82.07,60,Cash,,Cancelled,3
ORD01250,2025-03-03,C9158,Pizza Point,Trivandrum,Cafe,564.65,140.54,27,Wallet,,Cancelled,15
ORD01251,2025-02-25,C2104,Pizza Point,Thrissur,Cafe,266.98,24.76,17,Card,3.4,Delivered,14
ORD01252,2025-11-02,C4096,Spice Route,Trivandrum,Chinese,957.58,10.48,57,UPI,,Cancelled,4
ORD01253,2025-06-24,C6736,Arabian Grill,Trivandrum,Indian,1052.46,102.96,31,Card,,Cancelled,9
ORD01254,2025-09-16,C8190,Burger Hub,Thrissur,Indian,216.83,45.72,26,Cash,3.7,Delivered,17
ORD01255,2025-03-24,C7716,Cafe Kerala,Kannur,Indian,300.53,46.48,35,Card,4.4,Delivered,23
ORD01256,2025-06-14,C1096,Arabian Grill,Kochi,Cafe,538.89,7.87,24,Wallet,4.4,Delivered,18
ORD01257,2025-03-03,C2211,Burger Hub,Thrissur,Cafe,1049.85,169.23,63,Cash,4.1,Delivered,21
ORD01258,2025-11-12,C5096,Biriyani House,Thrissur,Fast Food,556.11,127.83,62,Card,4.0,Delivered,14
ORD01259,2025-10-02,C3856,Arabian Grill,Calicut,Arabic,1073.42,98.78,29,UPI,4.3,Delivered,13
ORD01260,2025-06-03,C4718,Arabian Grill,Trivandrum,Chinese,301.18,15.67,44,Wallet,4.8,Delivered,13
ORD01261,2025-08-02,C6956,Biriyani House,Calicut,Fast Food,633.61,21.09,43,Card,3.8,Delivered,7
ORD01262,2025-04-22,C6954,Arabian Grill,Kannur,Fast Food,898.22,84.17,51,Cash,4.7,Delivered,6
ORD01263,2025-07-21,C7752,Burger Hub,Trivandrum,Arabic,298.4,25.19,21,Card,3.9,Delivered,21
ORD01264,2025-07-16,C4382,Arabian Grill,Kannur,Arabic,1133.98,77.48,42,Card,3.9,Delivered,20
ORD01265,2025-07-25,C8677,Pizza Point,Trivandrum,Fast Food,753.82,59.59,66,UPI,3.8,Delivered,21
ORD01266,2025-02-19,C1864,Biriyani House,Kochi,Chinese,976.31,227.37,20,Cash,4.8,Delivered,6
ORD01267,2025-03-19,C6169,Cafe Kerala,Thrissur,Fast Food,1155.85,97.85,34,Card,3.7,Delivered,9
ORD01268,2025-06-05,C3674,Arabian Grill,Kochi,Cafe,256.57,58.38,50,Wallet,4.8,Delivered,5
ORD01269,2025-10-15,C5086,Burger Hub,Trivandrum,Fast Food,729.94,17.71,45,UPI,3.6,Delivered,4
ORD01270,2025-07-15,C6937,Arabian Grill,Kannur,Cafe,646.45,29.39,45,UPI,3.0,Delivered,15
ORD01271,2025-12-10,C7061,Burger Hub,Trivandrum,Arabic,745.12,116.24,36,Wallet,,Cancelled,4
ORD01272,2025-02-26,C4229,Chinese Wok,Calicut,Chinese,1192.54,212.1,65,UPI,,Cancelled,11
ORD01273,2025-11-05,C7844,Pizza Point,Calicut,Chinese,1182.75,56.78,46,Cash,4.8,Delivered,16
ORD01274,2025-01-13,C6023,Biriyani House,Thrissur,Fast Food,664.09,56.04,25,Cash,3.5,Delivered,23
ORD01275,2025-12-03,C1174,Chinese Wok,Kannur,Indian,630.99,47.75,20,Card,3.1,Delivered,15
ORD01276,2025-07-14,C6499,Biriyani House,Kannur,Fast Food,557.82,56.79,59,Cash,4.4,Delivered,4
ORD01277,2025-06-27,C2364,Arabian Grill,Kochi,Chinese,905.07,194.92,50,UPI,3.6,Delivered,0
ORD01278,2025-03-07,C2064,Pizza Point,Kannur,Arabic,996.54,194.05,21,UPI,3.4,Delivered,0
ORD01279,2025-01-07,C3559,Cafe Kerala,Thrissur,Chinese,923.33,181.46,36,UPI,4.2,Delivered,19
ORD01280,2025-03-04,C2329,Pizza Point,Kochi,Indian,208.97,0.2,23,Card,4.5,Delivered,6
ORD01281,2025-01-26,C8799,Spice Route,Trivandrum,Fast Food,902.83,136.66,39,Card,4.1,Delivered,15
ORD01282,2025-05-28,C4029,Cafe Kerala,Kochi,Indian,918.14,40.36,52,Card,3.1,Delivered,8
ORD01283,2025-03-15,C3031,Chinese Wok,Kochi,Arabic,1072.09,50.13,51,Cash,,Cancelled,7
ORD01284,2025-03-25,C9301,Chinese Wok,Calicut,Arabic,564.4,60.18,68,Cash,4.2,Delivered,23
ORD01285,2025-05-04,C5611,Spice Route,Trivandrum,Indian,707.08,10.89,56,Wallet,4.4,Delivered,11
ORD01286,2025-01-31,C8306,Burger Hub,Kochi,Chinese,800.84,117.75,67,Cash,4.3,Delivered,22
ORD01287,2025-12-15,C6227,Arabian Grill,Calicut,Fast Food,785.78,72.77,19,Cash,4.5,Delivered,15
ORD01288,2025-06-10,C1699,Chinese Wok,Calicut,Fast Food,723.21,84.06,62,Wallet,4.2,Delivered,10
ORD01289,2025-07-26,C7317,Arabian Grill,Kochi,Arabic,636.81,125.49,44,Wallet,3.3,Delivered,20
ORD01290,2025-03-18,C3830,Pizza Point,Kannur,Arabic,569.39,30.89,15,UPI,4.6,Delivered,12
ORD01291,2025-08-30,C3593,Biriyani House,Kannur,Chinese,307.39,17.5,36,Wallet,4.0,Delivered,19
ORD01292,2025-09-13,C1979,Biriyani House,Kochi,Indian,604.5,144.01,69,Wallet,4.9,Delivered,19
ORD01293,2025-05-29,C4545,Arabian Grill,Thrissur,Indian,298.55,71.42,48,Card,,Cancelled,10
ORD01294,2025-11-19,C3120,Cafe Kerala,Calicut,Chinese,476.14,86.27,54,Card,3.2,Delivered,11
ORD01295,2025-10-17,C5032,Pizza Point,Calicut,Arabic,1168.95,265.98,19,Cash,3.7,Delivered,20
ORD01296,2025-09-01,C4184,Pizza Point,Calicut,Cafe,976.15,236.99,50,Card,4.6,Delivered,22
ORD01297,2025-10-31,C8696,Burger Hub,Calicut,Cafe,789.86,173.91,67,Wallet,4.0,Delivered,4
ORD01298,2025-11-16,C5358,Burger Hub,Thrissur,Fast Food,487.74,94.8,48,Cash,4.2,Delivered,22
ORD01299,2025-03-15,C1050,Biriyani House,Calicut,Cafe,531.97,64.18,64,Card,3.5,Delivered,8
ORD01300,2025-06-13,C4083,Cafe Kerala,Kannur,Indian,658.93,48.7,35,UPI,4.1,Delivered,23
ORD01301,2025-04-10,C7930,Chinese Wok,Kochi,Chinese,699.68,45.65,47,Card,4.6,Delivered,9
ORD01302,2025-01-13,C8617,Spice Route,Trivandrum,Fast Food,180.26,28.21,56,Card,3.2,Delivered,19
ORD01303,2025-08-16,C8470,Biriyani House,Trivandrum,Cafe,946.38,107.26,21,Card,,Cancelled,18
ORD01304,2025-03-07,C8816,Biriyani House,Trivandrum,Chinese,488.94,101.68,16,Wallet,4.7,Delivered,17
ORD01305,2025-01-14,C1565,Chinese Wok,Calicut,Chinese,810.33,114.58,56,UPI,3.4,Delivered,16
ORD01306,2025-01-29,C2112,Pizza Point,Trivandrum,Indian,908.92,118.79,60,Card,3.1,Delivered,2
ORD01307,2025-07-04,C2139,Arabian Grill,Thrissur,Cafe,1170.94,18.19,36,Wallet,3.7,Delivered,20
ORD01308,2025-07-22,C8348,Pizza Point,Kochi,Chinese,879.32,49.99,50,UPI,4.6,Delivered,20
ORD01309,2025-12-16,C8842,Burger Hub,Kochi,Arabic,735.57,139.49,18,Card,4.4,Delivered,4
ORD01310,2025-09-14,C1315,Cafe Kerala,Calicut,Fast Food,485.43,2.85,39,Wallet,4.3,Delivered,17
ORD01311,2025-02-04,C9052,Burger Hub,Calicut,Indian,192.14,27.94,52,Cash,3.5,Delivered,16
ORD01312,2025-03-26,C5610,Biriyani House,Kannur,Chinese,567.04,72.42,24,Card,4.8,Delivered,6
ORD01313,2025-11-08,C2952,Chinese Wok,Calicut,Fast Food,419.09,3.02,27,Wallet,3.5,Delivered,6
ORD01314,2025-04-05,C4368,Pizza Point,Kannur,Chinese,268.33,55.88,39,Card,4.5,Delivered,18
ORD01315,2025-06-05,C5134,Pizza Point,Kannur,Indian,528.99,40.98,18,Card,3.5,Delivered,5
ORD01316,2025-06-20,C7402,Cafe Kerala,Trivandrum,Fast Food,366.67,44.02,61,Cash,3.7,Delivered,21
ORD01317,2025-05-08,C1819,Spice Route,Kochi,Chinese,231.56,53.85,21,Cash,4.7,Delivered,14
ORD01318,2025-07-15,C4125,Arabian Grill,Calicut,Indian,915.19,64.06,25,UPI,3.7,Delivered,9
ORD01319,2025-01-18,C4353,Burger Hub,Kochi,Fast Food,1093.45,47.72,34,UPI,3.9,Delivered,2
ORD01320,2025-05-01,C1369,Chinese Wok,Kannur,Fast Food,628.01,9.94,52,Card,3.5,Delivered,6
ORD01321,2025-02-03,C8630,Arabian Grill,Trivandrum,Indian,567.42,81.82,39,UPI,4.0,Delivered,21
ORD01322,2025-02-02,C4321,Spice Route,Calicut,Indian,1157.4,194.22,32,Card,4.4,Delivered,7
ORD01323,2025-12-20,C1722,Spice Route,Kannur,Fast Food,620.39,86.69,15,Wallet,,Cancelled,7
ORD01324,2025-01-25,C8741,Cafe Kerala,Trivandrum,Chinese,450.84,74.23,20,Cash,3.9,Delivered,23
ORD01325,2025-10-10,C3850,Cafe Kerala,Thrissur,Chinese,717.81,83.89,35,Cash,3.7,Delivered,9
ORD01326,2025-03-17,C7681,Biriyani House,Thrissur,Indian,1004.94,151.28,63,Card,4.4,Delivered,10
ORD01327,2025-07-03,C3691,Burger Hub,Calicut,Cafe,827.74,190.03,43,Card,4.7,Delivered,19
ORD01328,2025-06-24,C3285,Spice Route,Trivandrum,Fast Food,717.22,14.66,68,Wallet,4.7,Delivered,3
ORD01329,2025-09-14,C3698,Chinese Wok,Trivandrum,Chinese,721.2,88.2,48,Cash,3.0,Delivered,23
ORD01330,2025-07-11,C4589,Cafe Kerala,Calicut,Fast Food,725.87,124.81,40,UPI,4.6,Delivered,7
ORD01331,2025-11-24,C4085,Chinese Wok,Kochi,Cafe,826.1,165.21,24,Wallet,4.8,Delivered,4
ORD01332,2025-02-06,C4428,Cafe Kerala,Kochi,Arabic,879.68,5.17,34,UPI,3.8,Delivered,9
ORD01333,2025-03-03,C5152,Arabian Grill,Kochi,Fast Food,367.44,86.8,67,Wallet,3.1,Delivered,0
ORD01334,2025-12-24,C8020,Cafe Kerala,Kannur,Fast Food,777.44,123.46,36,UPI,3.4,Delivered,21
ORD01335,2025-09-09,C8759,Spice Route,Thrissur,Cafe,1175.86,226.29,46,Wallet,3.1,Delivered,22
ORD01336,2025-10-28,C9033,Burger Hub,Thrissur,Indian,801.24,192.85,37,UPI,,Cancelled,15
ORD01337,2025-05-10,C2540,Arabian Grill,Thrissur,Chinese,720.92,43.5,20,Wallet,4.7,Delivered,1
ORD01338,2025-06-15,C7727,Burger Hub,Kochi,Arabic,475.3,70.51,64,UPI,3.9,Delivered,16
ORD01339,2025-08-16,C7359,Spice Route,Kannur,Indian,222.55,14.09,26,UPI,4.4,Delivered,22
ORD01340,2025-09-22,C5756,Cafe Kerala,Calicut,Fast Food,665.65,18.25,43,Card,3.3,Delivered,2
ORD01341,2025-04-12,C3893,Spice Route,Thrissur,Indian,656.25,49.59,30,Card,4.6,Delivered,10
ORD01342,2025-12-16,C2902,Burger Hub,Trivandrum,Arabic,762.75,25.17,46,UPI,3.9,Delivered,14
ORD01343,2025-09-12,C7034,Chinese Wok,Kannur,Indian,535.01,55.99,59,UPI,4.4,Delivered,8
ORD01344,2025-08-12,C6859,Arabian Grill,Thrissur,Cafe,735.15,168.95,42,Card,3.2,Delivered,3
ORD01345,2025-01-13,C9944,Biriyani House,Kannur,Chinese,320.1,38.24,51,Card,3.4,Delivered,18
ORD01346,2025-07-31,C3182,Chinese Wok,Thrissur,Indian,271.64,25.25,17,UPI,3.3,Delivered,3
ORD01347,2025-09-26,C3245,Biriyani House,Trivandrum,Fast Food,849.21,170.1,52,Card,3.6,Delivered,21
ORD01348,2025-09-01,C9870,Spice Route,Kochi,Arabic,652.19,108.77,28,Card,3.8,Delivered,2
ORD01349,2025-09-02,C7774,Spice Route,Calicut,Arabic,689.05,142.63,19,Wallet,3.5,Delivered,1
ORD01350,2025-08-10,C7122,Arabian Grill,Thrissur,Cafe,195.05,40.78,35,Card,3.1,Delivered,23
ORD01351,2025-03-07,C3576,Pizza Point,Kannur,Cafe,653.33,46.98,65,UPI,3.8,Delivered,13
ORD01352,2025-11-04,C3384,Spice Route,Kochi,Chinese,182.46,12.65,19,Cash,4.4,Delivered,14
ORD01353,2025-11-29,C6359,Biriyani House,Thrissur,Cafe,997.15,121.6,36,Card,4.1,Delivered,15
ORD01354,2025-06-22,C9728,Cafe Kerala,Kannur,Indian,245.54,15.44,46,Cash,,Cancelled,8
ORD01355,2025-05-28,C4922,Cafe Kerala,Trivandrum,Chinese,774.16,188.19,29,Card,4.8,Delivered,10
ORD01356,2025-09-23,C4085,Spice Route,Kannur,Arabic,859.91,172.46,32,Cash,3.8,Delivered,6
ORD01357,2025-12-18,C8580,Cafe Kerala,Kannur,Arabic,870.28,25.5,60,Cash,3.6,Delivered,20
ORD01358,2025-05-07,C9142,Biriyani House,Trivandrum,Fast Food,366.02,44.32,65,Cash,3.7,Delivered,18
ORD01359,2025-08-24,C3038,Arabian Grill,Kannur,Fast Food,714.28,0.58,24,Card,3.1,Delivered,8
ORD01360,2025-09-11,C7889,Pizza Point,Calicut,Indian,627.5,153.98,50,Wallet,3.6,Delivered,19
ORD01361,2025-02-25,C3013,Biriyani House,Kochi,Indian,650.19,137.71,39,Cash,3.3,Delivered,3
ORD01362,2025-10-08,C7934,Pizza Point,Kochi,Cafe,711.98,10.66,23,UPI,4.9,Delivered,10
ORD01363,2025-11-16,C5370,Cafe Kerala,Calicut,Arabic,905.55,34.34,33,Cash,3.5,Delivered,7
ORD01364,2025-03-29,C1285,Pizza Point,Kochi,Cafe,996.0,184.37,67,Cash,4.1,Delivered,15
ORD01365,2025-03-05,C3713,Pizza Point,Trivandrum,Chinese,250.47,6.72,69,Card,3.5,Delivered,21
ORD01366,2025-06-07,C4496,Pizza Point,Kochi,Indian,606.95,61.99,70,Wallet,3.8,Delivered,14
ORD01367,2025-03-18,C1377,Cafe Kerala,Calicut,Arabic,926.12,204.16,39,Wallet,4.5,Delivered,13
ORD01368,2025-09-26,C8244,Cafe Kerala,Trivandrum,Chinese,509.4,18.4,16,UPI,4.2,Delivered,19
ORD01369,2025-12-24,C6148,Biriyani House,Thrissur,Chinese,867.44,53.95,25,Cash,3.4,Delivered,7
ORD01370,2025-07-14,C4998,Chinese Wok,Kochi,Fast Food,780.46,139.13,45,UPI,,Cancelled,12
ORD01371,2025-10-20,C8296,Arabian Grill,Kochi,Fast Food,512.44,32.66,39,Card,3.9,Delivered,8
ORD01372,2025-07-07,C9473,Cafe Kerala,Kannur,Arabic,1107.18,234.14,31,Wallet,3.3,Delivered,11
ORD01373,2025-01-25,C1820,Biriyani House,Kochi,Cafe,948.75,221.06,20,Wallet,3.3,Delivered,4
ORD01374,2025-05-31,C4753,Arabian Grill,Calicut,Arabic,298.72,38.87,42,Card,4.8,Delivered,2
ORD01375,2025-11-14,C3882,Biriyani House,Kannur,Fast Food,204.75,48.22,56,Card,4.7,Delivered,7
ORD01376,2025-01-09,C2663,Biriyani House,Trivandrum,Cafe,998.12,30.98,27,Wallet,3.2,Delivered,17
ORD01377,2025-07-08,C1143,Biriyani House,Trivandrum,Chinese,909.37,116.68,24,UPI,3.4,Delivered,16
ORD01378,2025-09-16,C3554,Spice Route,Trivandrum,Arabic,1089.58,234.72,40,Cash,3.1,Delivered,18
ORD01379,2025-05-23,C5066,Pizza Point,Kannur,Indian,635.53,10.66,44,Wallet,3.2,Delivered,4
ORD01380,2025-01-01,C7471,Cafe Kerala,Kannur,Fast Food,451.56,100.34,48,Wallet,4.4,Delivered,20
ORD01381,2025-09-24,C7638,Spice Route,Calicut,Cafe,521.63,122.17,53,Card,4.7,Delivered,16
ORD01382,2025-09-13,C7021,Spice Route,Calicut,Indian,282.55,42.69,17,Wallet,4.2,Delivered,12
ORD01383,2025-07-12,C1262,Pizza Point,Thrissur,Arabic,464.49,52.25,16,Card,3.4,Delivered,20
ORD01384,2025-06-04,C8193,Biriyani House,Thrissur,Fast Food,566.18,66.01,24,Wallet,3.5,Delivered,11
ORD01385,2025-04-15,C5020,Pizza Point,Kochi,Chinese,636.46,59.51,41,Cash,,Cancelled,14
ORD01386,2025-07-17,C6812,Spice Route,Kannur,Cafe,1081.4,128.99,70,Wallet,4.2,Delivered,2
ORD01387,2025-06-30,C3718,Burger Hub,Kochi,Arabic,498.02,92.67,34,Cash,,Cancelled,1
ORD01388,2025-01-13,C7609,Biriyani House,Kannur,Fast Food,684.98,59.41,55,Cash,3.0,Delivered,9
ORD01389,2025-07-08,C8987,Arabian Grill,Kannur,Indian,203.46,33.89,48,UPI,4.8,Delivered,4
ORD01390,2025-07-13,C5376,Pizza Point,Trivandrum,Arabic,496.66,11.57,60,Wallet,4.4,Delivered,8
ORD01391,2025-07-21,C4186,Arabian Grill,Kannur,Arabic,381.25,39.8,17,Card,4.9,Delivered,13
ORD01392,2025-10-08,C1613,Biriyani House,Thrissur,Indian,746.6,40.89,28,Card,3.1,Delivered,21
ORD01393,2025-09-10,C7096,Spice Route,Thrissur,Chinese,269.95,38.94,57,Cash,4.8,Delivered,20
ORD01394,2025-12-07,C9520,Chinese Wok,Calicut,Cafe,492.86,95.9,24,Card,4.7,Delivered,7
ORD01395,2025-01-12,C9173,Chinese Wok,Thrissur,Indian,605.57,144.14,32,Cash,4.0,Delivered,8
ORD01396,2025-02-24,C5075,Arabian Grill,Trivandrum,Indian,1015.27,177.01,50,Cash,4.6,Delivered,13
ORD01397,2025-07-24,C8883,Chinese Wok,Kochi,Chinese,590.26,136.66,36,UPI,3.5,Delivered,13
ORD01398,2025-07-27,C6468,Biriyani House,Kochi,Chinese,1005.81,59.26,24,Wallet,5.0,Delivered,12
ORD01399,2025-10-29,C3701,Biriyani House,Trivandrum,Cafe,374.73,30.65,42,Wallet,3.6,Delivered,2
ORD01400,2025-02-21,C8021,Arabian Grill,Kochi,Arabic,236.2,58.57,65,UPI,3.3,Delivered,15
ORD01401,2025-04-01,C7009,Chinese Wok,Calicut,Cafe,184.32,4.03,33,Card,,Cancelled,9
ORD01402,2025-06-19,C1003,Spice Route,Trivandrum,Arabic,254.97,57.18,52,Wallet,3.1,Delivered,3
ORD01403,2025-05-17,C5660,Pizza Point,Kochi,Fast Food,773.04,117.15,54,Cash,3.1,Delivered,5
ORD01404,2025-11-26,C5648,Burger Hub,Thrissur,Chinese,964.88,160.41,47,Wallet,4.2,Delivered,14
ORD01405,2025-07-03,C7571,Arabian Grill,Trivandrum,Chinese,1149.29,191.43,34,Card,4.4,Delivered,7
ORD01406,2025-08-25,C2928,Pizza Point,Kochi,Fast Food,306.16,9.65,24,UPI,3.1,Delivered,9
ORD01407,2025-06-20,C7715,Burger Hub,Kannur,Cafe,872.11,65.96,52,Card,4.0,Delivered,15
ORD01408,2025-12-02,C1801,Burger Hub,Calicut,Fast Food,185.53,8.65,25,Wallet,3.7,Delivered,14
ORD01409,2025-12-04,C3177,Spice Route,Calicut,Fast Food,1164.88,191.74,65,Card,3.6,Delivered,0
ORD01410,2025-03-26,C6481,Pizza Point,Kochi,Arabic,1152.0,69.13,41,Wallet,4.8,Delivered,8
ORD01411,2025-04-14,C6910,Chinese Wok,Calicut,Cafe,906.82,84.57,41,UPI,3.0,Delivered,3
ORD01412,2025-09-05,C9273,Biriyani House,Kannur,Fast Food,960.15,213.53,47,Card,3.3,Delivered,13
ORD01413,2025-01-21,C8478,Burger Hub,Calicut,Chinese,627.7,2.81,61,UPI,3.6,Delivered,15
ORD01414,2025-08-02,C4651,Arabian Grill,Calicut,Chinese,1125.5,250.85,53,UPI,4.8,Delivered,7
ORD01415,2025-12-09,C4755,Burger Hub,Trivandrum,Fast Food,1099.6,65.7,31,UPI,3.0,Delivered,13
ORD01416,2025-01-25,C9954,Arabian Grill,Kochi,Cafe,1156.57,251.13,66,Cash,4.1,Delivered,19
ORD01417,2025-12-06,C5711,Spice Route,Kochi,Arabic,203.76,47.15,52,Wallet,4.3,Delivered,17
ORD01418,2025-06-18,C2305,Biriyani House,Trivandrum,Fast Food,336.1,1.74,56,Card,4.4,Delivered,23
ORD01419,2025-05-13,C7986,Pizza Point,Trivandrum,Chinese,327.47,7.99,33,Cash,3.8,Delivered,9
ORD01420,2025-10-05,C2989,Spice Route,Kochi,Arabic,876.14,14.45,55,Cash,5.0,Delivered,5
ORD01421,2025-02-28,C9758,Arabian Grill,Kannur,Indian,953.15,114.67,36,Cash,4.5,Delivered,2
ORD01422,2025-07-02,C9934,Biriyani House,Kochi,Cafe,978.45,196.76,37,UPI,4.6,Delivered,2
ORD01423,2025-03-25,C4181,Arabian Grill,Calicut,Indian,303.1,25.78,25,Wallet,4.4,Delivered,13
ORD01424,2025-02-23,C4115,Cafe Kerala,Thrissur,Cafe,997.64,186.49,64,UPI,3.4,Delivered,23
